Номінал;Ціна;Рік карбування;Діаметр;Тираж;Дата введення в обіг;Метал (позначення);Гурт;Метал (назва);Серія;Категорія якості карбування;Художник(и);Скульптор(и);Опис реверсу;Опис аверсу
5;147 грн;2022;35,0;50000;18.11.2022;СuNi15Zn21;рифлений;нейзильбер;Інші монети;спеціальний анциркулейтед;Таран Володимир , Харук Олександр , Харук Сергій;"Дем`яненко Володимир ; програмне моделювання: Лук`янов Юрій";"На реверсі монети на тлі стилізованих тризубів розміщено карту України, оздоблену стилізованим національним орнаментом вишивки, обрамлену дванадцятьма зірками, що символізують народи Європи в єдності; по колу напис: НАДАННЯ СТАТУСУ КРАЇНИ-КАНДИДАТА НА ЧЛЕНСТВО В ЄС.";"На аверсі монети на дзеркальному тлі розміщено: стилізоване зображення європейського континенту, ліворуч від якого декоративний елемент у вигляді мозаїчного декору, що символізує різноманіття народів, культур, свободу вибору власної долі, відсутність формальних кордонів; на європейському континенті виділено контури України, яка, ніби пазл, доповнює цілісність Європи та  “повертається” додому, де завжди опосередковано була присутня, починаючи з династичних зв’язків Київської держави; праворуч: малий Державний Герб України та напис УКРАЇНА (півколом); номінал  – 5 та графічний символ гривні (на обох монетах); рік карбування монет – 2022 та напис – ПОВЕРНЕННЯ ДОДОМУ (унизу); логотип Банкнотно-монетного двору Національного банку України (під картою України)."
