Номінал;Ціна;Рік карбування;Діаметр;Тираж;Дата введення в обіг;Метал (позначення);Гурт;Метал (назва);Серія;Художник(и);Категорія якості карбування;Скульптор(и);Опис реверсу;Опис аверсу
5;218 грн;2023;35,0;20000;26.04.2023;СuNi15Zn21;рифлений;нейзильбер;Флора і фауна;Фандікова Наталія;спеціальний анциркулейтед;Демяненко Анатолій , Дем`яненко Володимир;"На реверсі монети на тлі пейзажу зображено рись (використано тамподрук), над якою ліворуч на дзеркальному тлі написи: РИСЬ/ЄВРАЗІЙСЬКА/EURASIAN LYNX; угорі – рись та рисенята.";"На аверсі монети розміщено: малий Державний Герб України (угорі), написи: УКРАЇНА (під гербом); номінал монети – 5/ГРИВЕНЬ (праворуч від герба); у центрі – символічне колесо життя, що знаменує відродження природи: стилізований міжнародний знак “Радіаційна загроза”, оповитий листям, навколо якого тварини, популяції яких розвиваються у 30-кілометровій зоні відчуження, що стала своєрідним резерватом для розмноження, зокрема лелеки чорного, коня Пржевальського, рисі, зубра, лося, ведмедя бурого; по колу, на дзеркальному тлі написи: ЧОРНОБИЛЬСЬКИЙ РАДІАЦІЙНО-ЕКОЛОГІЧНИЙ БІОСФЕРНИЙ ЗАПОВІДНИК (ліворуч), CHORNOBYL RADIATION AND ECOLOGICAL BIOSPHERE RESERVE; рік карбування – 2023 (унизу); логотип Банкнотно-монетного двору Національного банку України (угорі)."
