Номінал;Ціна;Рік карбування;Діаметр;Тираж;Дата введення в обіг;Метал (позначення);Гурт;Метал (назва);Художник(и);Категорія якості карбування;Серія;Скульптор(и);Опис реверсу;Опис аверсу
2;81 грн;2022;31,0;30000;28.12.2022;СuNi15Zn21;рифлений;нейзильбер;Кочубей Микола;спеціальний анциркулейтед;Видатні особистості України;Програмне моделювання:  Лук’янов Юрій,  Андріянов Віталій;"На реверсі монети розміщено: на тлі стилізованої розкритої книги в шаржовому стилі – портрет поета-гумориста, навколо якого написи: УСМІШКИ (вертикально ліворуч), БАЙКИ (вертикально праворуч), ГУМОРЕСКИ (під портретом); ліворуч та праворуч на дзеркальному тлі – образи героїв його гуморесок; унизу написи: 1922 2004 (роки життя поета); ПАВЛО ГЛАЗОВИЙ (півколом).";"На аверсі монети на дзеркальному тлі розміщено: угорі напис УКРАЇНА (півколом), праворуч від якого – малий Державний Герб України та рік карбування монети 2022; у центрі композиція: на тлі стилізованої розкритої книги – крісло-гойдалка, над яким пролітає муза митця (поета-сатирика), праворуч театральні маски, які символізують театр життя, в якому поет викриває і висміює негативні явища; унизу півколом номінал монети – 2 ГРИВНІ; логотип Банкнотно-монетного двору Національного банку України (унизу праворуч)."
