Номінал;Ціна;Рік карбування;Діаметр;Тираж;Дата введення в обіг;Метал (позначення);Гурт;Метал (назва);Категорія якості карбування;Серія;Скульптор(и);Художник(и);Опис реверсу;Опис аверсу
2;56 грн;2023;31,0;30000;30.05.2023;СuNi15Zn21;рифлений;нейзильбер;спеціальний анциркулейтед;Видатні особистості України;Демяненко Анатолій , Атаманчук Володимир;Таран Володимир , Харук Олександр , Харук Сергій;"На реверсі монети розміщено: портрет Павла Скоропадського (праворуч), ліворуч від якого – композицію, що символізує події Української революції, угорі на дзеркальному тлі роки життя 1873 • 1945; унизу напис ПАВЛО/СКОРОПАДСЬКИЙ.";"На аверсі монети розміщено: на дзеркальному тлі унизу – малий Державний Герб України та напис УКРАЇНА, праворуч – рік карбування монети 2023, у центрі, на тлі стилізованого майва прапорів – трикутник (віньєтка Георгія Нарбута), що символізує певний культурний, економічний розквіт Української Держави за гетьманату Скоропадського, який обрамляють написи: УКРАЇНІЗАЦІЯ (угорі), ОСВІТА, ГРИВНЯ (з обох боків); угорі на дзеркальному тлі – номінал 2 та графічний знак гривні; унизу – логотип Банкнотно-монетного двору Національного банку України (ліворуч)."
