Номінал;Ціна;Рік карбування;Діаметр;Тираж;Дата введення в обіг;Метал (позначення);Гурт;Метал (назва);Серія;Категорія якості карбування;Скульптор(и);Художник(и);Опис реверсу;Опис аверсу
5;232 грн;2022;35,0;75000;11.07.2022;СuNi15Zn21;рифлений;нейзильбер;Безсмертна моя Україно;спеціальний анциркулейтед;Програмне моделювання - Лук`янов Юрій;дизайн монети: Малюта Аліна , Топкін Сергій , Іваненко Святослав;На реверсі монети на дзеркальному тлі розміщено: угорі півколом написи двома мовами В ЄДНОСТІ – СИЛА/IN UNITY STRENGTH, під якими стилізована композиція з кольорових прапорів (використано тамподрук) країн, які надають Україні всебічну допомогу: США, Великобританії, Польщі, Канади, Естонії, Литви, Латвії, Італії, Швейцарії, Чехії, Швеції, Нідерландів, Німеччини, Франції, Японії.;"На аверсі монети на дзеркальному тлі розміщено: малий Державний Герб України (у центрі), навколо якого зображено стилізовану символічну композицію єднання людей доброї волі в усьому світі – попарно з’єднані руки, замкнуті в коло та оповиті синьо-жовтою стрічкою (використано тамподрук); написи: УКРАЇНА (угорі півколом), рік карбування монет – 2022 (ліворуч), унизу півколом зазначено номінал – 5 ГРИВЕНЬ; праворуч  логотип Банкнотно-монетного двору Національного банку України."
