Номінал;Ціна;Рік карбування;Діаметр;Тираж;Дата введення в обіг;Метал (позначення);Гурт;Метал (назва);Художник(и);Серія;Категорія якості карбування;Скульптор(и);Опис реверсу;Опис аверсу
5;133 грн;2022;35,0;125000;18.07.2022;СuNi15Zn21;рифлений;нейзильбер;Кривонос Дмитро;Безсмертна моя Україно;спеціальний анциркулейтед;Іваненко Святослав , Атаманчук Володимир;"На реверсі монети на дзеркальному тлі розміщено: угорі півколом напис – продовження пісні: А МИ НАШУ СЛАВНУ УКРАЇНУ, ГЕЙ, ГЕЙ, РОЗВЕСЕЛИМО!; у центрі зображено гілку – листок і ягоди калини.";"На аверсі монети на дзеркальному тлі розміщено: малий Державний Герб України (ліворуч), у центрі – стилізовану символічну композицію: захисники різних поколінь – козак, січовий стрілець і сучасний воїн Збройних Сил України, підіймають калину – опоетизований символ України, крона якої нагадує абриси кордонів нашої Батьківщини; написи: А МИ ТУЮ ЧЕРВОНУ КАЛИНУ ПІДІЙМЕМО, (угорі півколом), унизу рік карбування – 2022 та півколом – УКРАЇНА, праворуч номінал – 5 та розміщено графічний символ гривні;  унизу праворуч (під номіналом)  логотип Банкнотно-монетного двору Національного банку України."
