Номінал;Ціна;Рік карбування;Діаметр;Тираж;Дата введення в обіг;Метал (позначення);Гурт;Художник(и);Метал (назва);Серія;Скульптор(и);Категорія якості карбування;Опис реверсу;Опис аверсу
5;84 грн;2022;35,0;50000;01.12.2022;СuNi15Zn21;рифлений;Куц Марина;нейзильбер;Східний календар;Іваненко Святослав;спеціальний анциркулейтед;На реверсі монети зображено стилізований символ східного календаря 2023 року – кролика, якого оточують по колу стилізовані символи, притаманні кожній порі року: сніжинки (угорі праворуч), квітки (унизу праворуч), плоди (унизу ліворуч), гілки (угорі ліворуч).;"На аверсі монети розміщено: угорі – малий Державний Герб України, праворуч від якого напис півколом УКРАЇНА; на дзеркальному тлі по колу зображені 12 символів східного календаря, у центрі кола – стилізований годинник зі стрілкою, що вказує на кролика – символ року, під стрілкою – 2023; унизу ліворуч напис півколом 5 ГРИВЕНЬ; на матовому тлі зображені стилізовані під українську витинанку символи кожної пори року: сніжинка (угорі), квітка (праворуч), ягода (унизу), листок (ліворуч); логотип Банкнотно-монетного двору Національного банку України (ліворуч від символу кролика)."
